iso,country,subject_descriptor,units,scale,2015,2016,2017,2018,2019,2020,2021,2022,2023,estimates_after
LBR,Liberia,Population,Persons,Millions,4.138,4.243,4.352,4.463,4.578,4.694,4.812,4.932,5.054,2016
LBY,Libya,"Gross domestic product, constant prices",Percent change,,-13.023,-7.389,64.014,17.879,13.188,-59.719,123.173,5.252,5.526,2014
LBY,Libya,"Gross domestic product, current prices",U.S. dollars,Billions,17.216,18.563,30.211,41.432,39.497,19.21,27.3,29.202,29.993,2014
LBY,Libya,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,723.37","2,907.46","4,685.07","6,361.58","6,004.47","2,891.46","4,068.61","4,308.91","4,381.96",2014
LBY,Libya,"Inflation, average consumer prices",Percent change,,14.848,24.013,28.047,-1.196,0.214,2.817,21.11,8,6.5,2020
LBY,Libya,Unemployment rate,Percent of total labor force,,,,,,,,,,,
LBY,Libya,Population,Persons,Millions,6.322,6.385,6.448,6.513,6.578,6.644,6.71,6.777,6.845,2019
LTU,Lithuania,"Gross domestic product, constant prices",Percent change,,2.024,2.519,4.282,3.937,4.339,-0.872,4.663,4.072,3.112,2020
LTU,Lithuania,"Gross domestic product, current prices",U.S. dollars,Billions,41.44,43.035,47.742,53.747,54.646,55.843,62.635,67.659,72.602,2020
LTU,Lithuania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"14,265.41","15,004.19","16,879.45","19,184.84","19,557.39","19,981.34","22,411.65","24,209.40","25,977.97",2019
LTU,Lithuania,"Inflation, average consumer prices",Percent change,,-0.677,0.678,3.718,2.531,2.242,1.062,3.029,2.792,2.668,2020
LTU,Lithuania,Unemployment rate,Percent of total labor force,,9.119,7.861,7.073,6.146,6.254,8.488,6.5,6.1,6,2020
LTU,Lithuania,Population,Persons,Millions,2.905,2.868,2.828,2.802,2.794,2.795,2.795,2.795,2.795,2019
LUX,Luxembourg,"Gross domestic product, constant prices",Percent change,,4.305,4.574,1.801,3.111,2.298,-1.314,5.513,3.845,3.014,2020
LUX,Luxembourg,"Gross domestic product, current prices",U.S. dollars,Billions,57.773,60.716,64.159,70.952,71.113,73.205,83.771,89.683,95.406,2020
LUX,Luxembourg,"Gross domestic product per capita, current prices",U.S. dollars,Units,"102,624.73","105,364.03","108,621.94","117,859.72","115,838.95","116,921.11","131,301.60","137,947.81","144,013.31",2020
LUX,Luxembourg,"Inflation, average consumer prices",Percent change,,0.06,0.042,2.112,2.013,1.653,0.004,2.654,1.37,1.877,2020
LUX,Luxembourg,Unemployment rate,Percent of total labor force,,6.626,6.243,5.833,5.094,5.391,6.327,5.567,5.508,5.393,2020
LUX,Luxembourg,Population,Persons,Millions,0.563,0.576,0.591,0.602,0.614,0.626,0.638,0.65,0.662,2020
MAC,Macao SAR,"Gross domestic product, constant prices",Percent change,,-21.493,-0.674,9.982,6.466,-2.629,-56.308,20.435,37.603,26.047,2020
MAC,Macao SAR,"Gross domestic product, current prices",U.S. dollars,Billions,45.06,45.085,50.457,55.303,55.154,24.333,29.223,41.847,54.25,2020
MAC,Macao SAR,"Gross domestic product per capita, current prices",U.S. dollars,Units,"69,666.75","69,910.52","77,257.33","82,862.88","81,156.61","35,621.46","42,106.56","59,113.56","75,353.68",2020
MAC,Macao SAR,"Inflation, average consumer prices",Percent change,,4.561,2.369,1.228,3.004,2.752,0.811,-0.25,2,2.3,2020
MAC,Macao SAR,Unemployment rate,Percent of total labor force,,1.825,1.9,1.975,1.8,1.725,2.55,2.9,2.5,1.82,2020
MAC,Macao SAR,Population,Persons,Millions,0.647,0.645,0.653,0.667,0.68,0.683,0.694,0.708,0.72,2020
MDG,Madagascar,"Gross domestic product, constant prices",Percent change,,3.132,3.993,3.933,3.194,4.411,-6.118,2.913,4.755,5.106,2018
MDG,Madagascar,"Gross domestic product, current prices",U.S. dollars,Billions,11.323,11.849,13.176,13.76,14.105,13.179,14.101,15.402,16.781,2018
MDG,Madagascar,"Gross domestic product per capita, current prices",U.S. dollars,Units,467.235,476.226,515.935,518.489,512.176,461.8,498.682,531.409,565.085,2010
MDG,Madagascar,"Inflation, average consumer prices",Percent change,,7.404,6.056,8.59,8.598,5.623,4.188,6,6.4,6.225,2020
MDG,Madagascar,Unemployment rate,Percent of total labor force,,,,,,,,,,,
MDG,Madagascar,Population,Persons,Millions,24.234,24.88,25.539,26.539,27.539,28.539,28.276,28.983,29.697,2010
MWI,Malawi,"Gross domestic product, constant prices",Percent change,,2.95,2.27,4,4.392,5.448,0.913,2.2,3,4.5,2019
MWI,Malawi,"Gross domestic product, current prices",U.S. dollars,Billions,9.014,7.733,8.943,9.882,11.031,11.847,12.15,12.008,11.833,2019
MWI,Malawi,"Gross domestic product per capita, current prices",U.S. dollars,Units,497.737,415.016,466.559,501.113,543.685,567.59,565.798,543.551,520.633,2016
MWI,Malawi,"Inflation, average consumer prices",Percent change,,21.86,21.727,11.541,9.215,9.378,8.639,9.456,9.038,6.895,2020
MWI,Malawi,Unemployment rate,Percent of total labor force,,,,,,,,,,,
MWI,Malawi,Population,Persons,Millions,18.111,18.632,19.169,19.721,20.289,20.873,21.474,22.093,22.729,2016
MYS,Malaysia,"Gross domestic product, constant prices",Percent change,,5.007,4.45,5.813,4.843,4.439,-5.647,3.5,6,5.7,2020
MYS,Malaysia,"Gross domestic product, current prices",U.S. dollars,Billions,301.355,301.255,319.109,358.789,365.279,337.008,371.114,415.375,458.209,2020
MYS,Malaysia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"9,663.11","9,523.30","9,965.12","11,079.79","11,231.41","10,231.34","11,124.67","12,295.73","13,396.64",2020
MYS,Malaysia,"Inflation, average consumer prices",Percent change,,2.104,2.076,3.799,0.969,0.663,-1.139,2.5,2,2,2020
MYS,Malaysia,Unemployment rate,Percent of total labor force,,3.15,3.45,3.425,3.325,3.275,4.525,4.7,4.5,4.3,2020
MYS,Malaysia,Population,Persons,Millions,31.186,31.634,32.023,32.382,32.523,32.939,33.36,33.782,34.203,2020
MDV,Maldives,"Gross domestic product, constant prices",Percent change,,2.885,6.338,7.21,8.129,6.986,-31.982,18.868,13.206,12.055,2020
MDV,Maldives,"Gross domestic product, current prices",U.S. dollars,Billions,4.098,4.367,4.747,5.293,5.632,3.738,4.573,5.296,6.049,2020
MDV,Maldives,"Gross domestic product per capita, current prices",U.S. dollars,Units,"11,781.03","12,348.71","13,201.45","14,476.59","15,148.80","9,888.65","11,899.09","13,550.91","15,223.42",2014
MDV,Maldives,"Inflation, average consumer prices",Percent change,,1.371,0.801,2.272,1.367,1.326,-1.594,1.43,2.285,1.939,2020
MDV,Maldives,Unemployment rate,Percent of total labor force,,,,,,,,,,,
MDV,Maldives,Population,Persons,Millions,0.348,0.354,0.36,0.366,0.372,0.378,0.384,0.391,0.397,2014
MLI,Mali,"Gross domestic product, constant prices",Percent change,,6.172,5.852,5.305,4.746,4.765,-1.591,4.025,5.34,5,2018
MLI,Mali,"Gross domestic product, current prices",U.S. dollars,Billions,13.106,14.022,15.36,17.079,17.281,17.491,19.563,21.261,23.109,2018
MLI,Mali,"Gross domestic product per capita, current prices",U.S. dollars,Units,773.946,804.082,854.975,922.549,905.821,889.788,966.141,"1,019.32","1,075.56",2017
MLI,Mali,"Inflation, average consumer prices",Percent change,,1.442,-1.8,1.764,1.734,-2.894,0.536,3.044,2.047,2.03,2020
MLI,Mali,Unemployment rate,Percent of total labor force,,,,,,,,,,,
MLI,Mali,Population,Persons,Millions,16.934,17.439,17.965,18.512,19.078,19.658,20.249,20.858,21.486,2017
MLT,Malta,"Gross domestic product, constant prices",Percent change,,9.608,3.797,10.956,6.143,5.735,-8.291,5.711,6.004,4.943,2020
MLT,Malta,"Gross domestic product, current prices",U.S. dollars,Billions,11.093,11.693,13.506,15.335,15.728,14.899,16.695,18.209,19.699,2020
MLT,Malta,"Gross domestic product per capita, current prices",U.S. dollars,Units,"25,228.18","25,960.31","29,340.93","32,237.26","31,865.84","28,955.29","31,996.53","34,554.04","37,121.43",2020
MLT,Malta,"Inflation, average consumer prices",Percent change,,1.176,0.9,1.261,1.741,1.523,0.787,0.707,1.803,1.982,2020
MLT,Malta,Unemployment rate,Percent of total labor force,,5.392,4.7,4,3.658,3.617,4.283,3.6,3.5,3.5,2020
MLT,Malta,Population,Persons,Millions,0.44,0.45,0.46,0.476,0.494,0.515,0.522,0.527,0.531,2020
MHL,Marshall Islands,"Gross domestic product, constant prices",Percent change,,1.55,1.437,3.276,3.052,6.845,-2.448,-1.5,3.5,2.5,2020
MHL,Marshall Islands,"Gross domestic product, current prices",U.S. dollars,Billions,0.184,0.201,0.212,0.222,0.236,0.244,0.241,0.254,0.265,2020
MHL,Marshall Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,406.48","3,720.62","3,898.58","4,061.68","4,292.88","4,412.99","4,338.17","4,525.64","4,694.01",2018
MHL,Marshall Islands,"Inflation, average consumer prices",Percent change,,-2.236,-1.508,0.063,0.755,-0.491,-0.264,0.6,1.6,2,2020
MHL,Marshall Islands,Unemployment rate,Percent of total labor force,,,,,,,,,,,
MHL,Marshall Islands,Population,Persons,Millions,0.054,0.054,0.054,0.055,0.055,0.055,0.056,0.056,0.057,2018
MRT,Mauritania,"Gross domestic product, constant prices",Percent change,,5.376,1.261,6.266,4.527,5.798,-1.763,2.729,4.98,8.619,2018
MRT,Mauritania,"Gross domestic product, current prices",U.S. dollars,Billions,6.182,6.414,6.826,7.351,7.889,8.11,9.164,9.336,9.801,2018
MRT,Mauritania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,668.07","1,690.81","1,758.55","1,851.73","1,943.80","1,955.50","2,161.28","2,154.15","2,212.37",2014
MRT,Mauritania,"Inflation, average consumer prices",Percent change,,0.486,1.472,2.269,3.053,2.306,2.264,2.663,3.75,4,2020
MRT,Mauritania,Unemployment rate,Percent of total labor force,,,,,,,,,,,
MRT,Mauritania,Population,Persons,Millions,3.706,3.794,3.881,3.97,4.058,4.147,4.24,4.334,4.43,2014
MUS,Mauritius,"Gross domestic product, constant prices",Percent change,,3.553,3.838,3.814,3.76,3.015,-14.9,5,6.7,4,2020
MUS,Mauritius,"Gross domestic product, current prices",U.S. dollars,Billions,11.692,12.232,13.259,14.182,14.046,10.921,10.998,11.954,13.056,2020
MUS,Mauritius,"Gross domestic product per capita, current prices",U.S. dollars,Units,"9,258.56","9,681.42","10,485.01","11,205.90","11,088.78","8,618.60","8,681.61","9,437.50","10,308.72",2018
MUS,Mauritius,"Inflation, average consumer prices",Percent change,,1.275,0.999,3.675,3.231,0.454,2.52,5.145,6.634,3.004,2020
MUS,Mauritius,Unemployment rate,Percent of total labor force,,7.9,7.3,7.1,6.9,6.7,9.2,9.5,7.8,7.5,2020
MUS,Mauritius,Population,Persons,Millions,1.263,1.264,1.265,1.266,1.267,1.267,1.267,1.267,1.267,2018
MEX,Mexico,"Gross domestic product, constant prices",Percent change,,3.293,2.631,2.113,2.195,-0.177,-8.309,6.247,4.001,2.204,2020
MEX,Mexico,"Gross domestic product, current prices",U.S. dollars,Billions,"1,171.87","1,078.49","1,158.91","1,222.41","1,269.43","1,073.92","1,285.52","1,371.64","1,446.78",2020
MEX,Mexico,"Gross domestic product per capita, current prices",U.S. dollars,Units,"9,657.12","8,788.59","9,342.92","9,753.67","10,028.87","8,403.60","9,967.39","10,541.44","11,024.77",2020
MEX,Mexico,"Inflation, average consumer prices",Percent change,,2.719,2.82,6.042,4.898,3.636,3.399,5.373,3.846,3,2020
MEX,Mexico,Unemployment rate,Percent of total labor force,,4.351,3.883,3.423,3.334,3.498,4.419,4.1,3.74,3.652,2020
MEX,Mexico,Population,Persons,Millions,121.348,122.715,124.042,125.328,126.578,127.792,128.972,130.118,131.23,2020
FSM,Micronesia,"Gross domestic product, constant prices",Percent change,,4.622,0.9,2.682,0.212,1.2,-1.818,-3.247,0.587,3.244,2018
FSM,Micronesia,"Gross domestic product, current prices",U.S. dollars,Billions,0.316,0.332,0.367,0.402,0.413,0.407,0.404,0.417,0.442,2018
FSM,Micronesia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,050.72","3,197.21","3,522.11","3,854.14","3,952.28","3,892.27","3,855.22","3,973.25","4,202.53",2018
FSM,Micronesia,"Inflation, average consumer prices",Percent change,,0.034,-0.916,0.098,1.447,1.507,0.48,2.55,2.638,2.626,2018
FSM,Micronesia,Unemployment rate,Percent of total labor force,,,,,,,,,,,
FSM,Micronesia,Population,Persons,Millions,0.104,0.104,0.104,0.104,0.104,0.105,0.105,0.105,0.105,2018
MDA,Moldova,"Gross domestic product, constant prices",Percent change,,-0.338,4.409,4.7,4.3,3.7,-6.969,4.5,5.172,5.501,2019
MDA,Moldova,"Gross domestic product, current prices",U.S. dollars,Billions,7.726,8.072,9.67,11.457,11.972,11.912,12.396,13.315,14.299,2019
MDA,Moldova,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,715.78","2,857.88","3,478.52","4,196.16","4,464.12","4,522.60","4,791.63","5,240.23","5,729.29",2019
MDA,Moldova,"Inflation, average consumer prices",Percent change,,9.628,6.358,6.506,3.59,4.294,4.363,2.969,5.845,5.028,2020
MDA,Moldova,Unemployment rate,Percent of total labor force,,5.025,4.225,4.125,3.05,5.125,8,5.5,3,3,2019
MDA,Moldova,Population,Persons,Millions,2.845,2.824,2.78,2.73,2.682,2.634,2.587,2.541,2.496,2019
MNG,Mongolia,"Gross domestic product, constant prices",Percent change,,2.38,1.168,5.337,7.247,5.159,-5.336,5.2,7.5,6.5,2020
MNG,Mongolia,"Gross domestic product, current prices",U.S. dollars,Billions,11.75,11.159,11.426,13.138,13.997,13.137,14.28,15.83,17.357,2020
MNG,Mongolia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,842.54","3,576.82","3,595.38","4,056.73","4,245.46","3,916.09","4,185.54","4,564.45","4,925.58",2020
MNG,Mongolia,"Inflation, average consumer prices",Percent change,,5.736,0.725,4.318,6.828,7.26,3.717,5.4,7.25,7.25,2020
MNG,Mongolia,Unemployment rate,Percent of total labor force,,7.5,10,8.8,7.8,10,7.5,6.75,6.075,5.468,2020
MNG,Mongolia,Population,Persons,Millions,3.058,3.12,3.178,3.238,3.297,3.355,3.412,3.468,3.524,2020
MNE,Montenegro,"Gross domestic product, constant prices",Percent change,,3.39,2.949,4.716,5.078,4.063,-15.2,7,5.6,3.6,2020
MNE,Montenegro,"Gross domestic product, current prices",U.S. dollars,Billions,4.055,4.376,4.855,5.509,5.543,4.786,5.494,6.042,6.55,2020
MNE,Montenegro,"Gross domestic product per capita, current prices",U.S. dollars,Units,"6,517.42","7,031.53","7,800.27","8,854.78","8,911.27","7,702.60","8,837.58","9,712.51","10,522.84",2020
MNE,Montenegro,"Inflation, average consumer prices",Percent change,,1.549,-0.258,2.373,2.604,0.366,-0.238,1.993,1.461,1.388,2020
MNE,Montenegro,Unemployment rate,Percent of total labor force,,,,,,,,,,,
MNE,Montenegro,Population,Persons,Millions,0.622,0.622,0.622,0.622,0.622,0.621,0.622,0.622,0.622,2020
MAR,Morocco,"Gross domestic product, constant prices",Percent change,,4.536,1.06,4.249,3.149,2.608,-6.293,5.732,3.129,3.65,2020
MAR,Morocco,"Gross domestic product, current prices",U.S. dollars,Billions,101.179,103.312,109.683,118.096,119.871,114.602,126.035,132.645,140.722,2020
MAR,Morocco,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,964.96","2,995.68","3,147.10","3,353.10","3,368.39","3,187.63","3,470.80","3,617.25","3,801.03",2018
MAR,Morocco,"Inflation, average consumer prices",Percent change,,1.411,1.546,0.744,1.569,0.24,0.622,1.4,1.2,1.6,2020
MAR,Morocco,Unemployment rate,Percent of total labor force,,9.2,9,10.6,9.4,10.2,12.2,11.959,11.499,10.964,2018
MAR,Morocco,Population,Persons,Millions,34.125,34.487,34.852,35.22,35.587,35.952,36.313,36.67,37.022,2018
MOZ,Mozambique,"Gross domestic product, constant prices",Percent change,,6.723,3.824,3.741,3.444,2.315,-1.234,2.458,5.298,12.623,2019
MOZ,Mozambique,"Gross domestic product, current prices",U.S. dollars,Billions,15.951,11.937,13.219,14.845,15.39,14.029,15.833,16.759,19.356,2019
MOZ,Mozambique,"Gross domestic product per capita, current prices",U.S. dollars,Units,589.86,428.927,461.415,503.302,506.817,448.844,492.273,506.47,568.707,2015
MOZ,Mozambique,"Inflation, average consumer prices",Percent change,,3.552,17.417,15.113,3.911,2.781,3.142,6.176,6.445,5.501,2019
MOZ,Mozambique,Unemployment rate,Percent of total labor force,,,,,,,,,,,
MOZ,Mozambique,Population,Persons,Millions,27.042,27.83,28.649,29.496,30.366,31.255,32.163,33.089,34.035,2015
MMR,Myanmar,"Gross domestic product, constant prices",Percent change,,7.473,6.408,5.75,6.405,6.75,3.189,-17.938,-0.059,2.492,2020
MMR,Myanmar,"Gross domestic product, current prices",U.S. dollars,Billions,62.655,60.09,61.267,66.699,68.802,81.257,66.74,63.052,66.593,2020
MMR,Myanmar,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,223.74","1,163.79","1,177.08","1,271.68","1,302.28","1,527.43","1,246.32","1,170.09","1,228.54",2015
MMR,Myanmar,"Inflation, average consumer prices",Percent change,,7.259,9.099,4.622,5.944,8.627,5.725,4.128,6.467,6.813,2020
MMR,Myanmar,Unemployment rate,Percent of total labor force,,,,,,,,,,,
MMR,Myanmar,Population,Persons,Millions,51.199,51.633,52.05,52.449,52.832,53.199,53.55,53.886,54.205,2015
NAM,Namibia,"Gross domestic product, constant prices",Percent change,,4.264,0.034,-1.027,1.108,-0.606,-7.984,1.326,3.563,3.087,2020
NAM,Namibia,"Gross domestic product, current prices",U.S. dollars,Billions,11.45,10.719,12.883,13.675,12.563,10.71,12.213,13.122,13.856,2020
NAM,Namibia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"5,020.47","4,611.51","5,438.76","5,665.86","5,109.12","4,276.28","4,693.46","4,853.26","4,932.59",2020
NAM,Namibia,"Inflation, average consumer prices",Percent change,,3.396,6.727,6.147,4.294,3.721,2.209,4.042,4.483,4.5,2020
NAM,Namibia,Unemployment rate,Percent of total labor force,,,,,,,,,,,
NAM,Namibia,Population,Persons,Millions,2.281,2.324,2.369,2.414,2.459,2.504,2.602,2.704,2.809,2020
NRU,Nauru,"Gross domestic product, constant prices",Percent change,,3.418,3.02,-5.496,5.703,0.959,0.706,1.55,0.898,0.779,2019
NRU,Nauru,"Gross domestic product, current prices",U.S. dollars,Billions,0.087,0.1,0.11,0.124,0.119,0.114,0.133,0.139,0.145,2019
NRU,Nauru,"Gross domestic product per capita, current prices",U.S. dollars,Units,"6,994.05","7,674.48","8,152.26","9,398.51","9,365.10","8,866.87","10,138.20","10,361.20","10,576.17",2016
NRU,Nauru,"Inflation, average consumer prices",Percent change,,9.784,8.15,5.082,0.463,4.3,0.891,1.2,2,2,2020
NRU,Nauru,Unemployment rate,Percent of total labor force,,,,,,,,,,,
NRU,Nauru,Population,Persons,Millions,0.012,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.014,2016
NPL,Nepal,"Gross domestic product, constant prices",Percent change,,3.976,0.433,8.977,7.622,6.657,-2.088,1.803,4.403,6.321,2020
NPL,Nepal,"Gross domestic product, current prices",U.S. dollars,Billions,24.361,24.524,28.972,33.112,34.186,33.983,34.265,36.296,39.381,2020
NPL,Nepal,"Gross domestic product per capita, current prices",U.S. dollars,Units,901.75,899.524,"1,048.45","1,178.53","1,200.97","1,178.33","1,172.64","1,226.01","1,312.94",2018
NPL,Nepal,"Inflation, average consumer prices",Percent change,,7.212,9.932,4.454,4.147,4.639,6.15,3.598,5.695,5.672,2021
NPL,Nepal,Unemployment rate,Percent of total labor force,,,,,,,,,,,
NPL,Nepal,Population,Persons,Millions,27.015,27.263,27.633,28.096,28.466,28.84,29.22,29.605,29.994,2018
NLD,Netherlands,"Gross domestic product, constant prices",Percent change,,1.958,2.192,2.911,2.361,1.955,-3.825,3.767,3.16,2.066,2020
NLD,Netherlands,"Gross domestic product, current prices",U.S. dollars,Billions,765.65,783.844,833.575,914.458,910.295,913.134,"1,007.56","1,070.75","1,128.02",2020
NLD,Netherlands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"45,302.80","46,165.18","48,799.87","53,224.69","52,672.50","52,456.09","57,714.88","61,159.44","64,246.82",2020
NLD,Netherlands,"Inflation, average consumer prices",Percent change,,0.216,0.113,1.292,1.598,2.669,1.117,1.94,1.704,1.8,2020
NLD,Netherlands,Unemployment rate,Percent of total labor force,,6.891,6.024,4.854,3.839,3.39,3.832,3.6,4,3.9,2020
NLD,Netherlands,Population,Persons,Millions,16.901,16.979,17.082,17.181,17.282,17.408,17.458,17.508,17.558,2020
NZL,New Zealand,"Gross domestic product, constant prices",Percent change,,3.64,3.938,3.525,3.417,2.421,-2.053,5.058,3.328,1.652,2020
NZL,New Zealand,"Gross domestic product, current prices",U.S. dollars,Billions,176.213,185.956,203.842,210.005,210.443,209.384,247.64,267.636,282.4,2020
NZL,New Zealand,"Gross domestic product per capita, current prices",U.S. dollars,Units,"38,200.04","39,426.72","42,334.70","42,839.82","42,210.23","41,164.58","48,348.99","51,706.90","53,795.62",2020
NZL,New Zealand,"Inflation, average consumer prices",Percent change,,0.293,0.646,1.851,1.598,1.62,1.715,2.962,2.217,2.015,2020
NZL,New Zealand,Unemployment rate,Percent of total labor force,,5.425,5.175,4.75,4.325,4.15,4.6,4.258,4.392,4.666,2020
NZL,New Zealand,Population,Persons,Millions,4.613,4.717,4.815,4.902,4.986,5.087,5.122,5.176,5.249,2020
NIC,Nicaragua,"Gross domestic product, constant prices",Percent change,,4.792,4.563,4.631,-3.363,-3.674,-1.977,5,3.5,2.2,2020
NIC,Nicaragua,"Gross domestic product, current prices",U.S. dollars,Billions,12.757,13.286,13.786,13.025,12.625,12.62,13.397,13.948,14.324,2020
NIC,Nicaragua,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,036.93","2,099.59","2,156.15","2,016.16","1,934.14","1,942.64","2,047.10","2,109.30","2,143.84",2020
NIC,Nicaragua,"Inflation, average consumer prices",Percent change,,3.997,3.524,3.851,4.947,5.376,3.682,4.132,3.609,3.5,2020
NIC,Nicaragua,Unemployment rate,Percent of total labor force,,5.909,4.481,3.67,5.5,6.118,7.293,11.1,7.518,7.157,2020
NIC,Nicaragua,Population,Persons,Millions,6.263,6.328,6.394,6.46,6.528,6.496,6.544,6.612,6.681,2020
NER,Niger,"Gross domestic product, constant prices",Percent change,,4.393,5.741,5.001,7.204,5.907,3.62,5.36,6.583,10.415,2020
NER,Niger,"Gross domestic product, current prices",U.S. dollars,Billions,9.684,10.35,11.185,12.85,12.912,13.761,15.637,17.261,19.717,2020
NER,Niger,"Gross domestic product per capita, current prices",U.S. dollars,Units,484.171,497.882,517.771,572.564,553.905,568.488,622.23,661.763,728.477,2009
NER,Niger,"Inflation, average consumer prices",Percent change,,0.961,0.179,0.19,2.753,-2.52,2.898,2.901,2.5,2,2020
NER,Niger,Unemployment rate,Percent of total labor force,,,,,,,,,,,
NER,Niger,Population,Persons,Millions,20.002,20.789,21.602,22.443,23.311,24.207,25.131,26.084,27.066,2009
NGA,Nigeria,"Gross domestic product, constant prices",Percent change,,2.653,-1.617,0.806,1.923,2.208,-1.794,2.64,2.665,2.65,2020
NGA,Nigeria,"Gross domestic product, current prices",U.S. dollars,Billions,492.437,404.649,375.745,421.737,448.12,429.423,480.482,555.346,635.744,2020
NGA,Nigeria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,718.59","2,176.00","1,968.56","2,153.09","2,229.85","2,083.16","2,272.84","2,562.19","2,861.37",2012
NGA,Nigeria,"Inflation, average consumer prices",Percent change,,9.01,15.696,16.502,12.094,11.397,13.247,16.91,13.254,11.773,2020
NGA,Nigeria,Unemployment rate,Percent of total labor force,,9,13.375,17.462,22.562,n/a,n/a,n/a,n/a,n/a,2017
NGA,Nigeria,Population,Persons,Millions,181.137,185.96,190.873,195.875,200.964,206.14,211.401,216.747,222.182,2012
MKD,North Macedonia,"Gross domestic product, constant prices",Percent change,,3.856,2.848,1.082,2.881,3.174,-4.532,4,4.2,3.8,2020
MKD,North Macedonia,"Gross domestic product, current prices",U.S. dollars,Billions,10.067,10.686,11.336,12.694,12.55,12.288,13.885,14.904,15.913,2020
MKD,North Macedonia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"4,860.42","5,152.97","5,462.38","6,111.19","6,044.44","5,939.41","6,711.73","7,203.98","7,692.06",2020
MKD,North Macedonia,"Inflation, average consumer prices",Percent change,,-0.3,-0.239,1.352,1.458,0.766,1.2,3.118,2.246,1.517,2020
MKD,North Macedonia,Unemployment rate,Percent of total labor force,,26.05,23.75,22.375,20.725,17.25,16.375,15.939,15.641,15.251,2020
MKD,North Macedonia,Population,Persons,Millions,2.071,2.074,2.075,2.077,2.076,2.069,2.069,2.069,2.069,2020
NOR,Norway,"Gross domestic product, constant prices",Percent change,,1.967,1.072,2.323,1.119,0.852,-0.766,3.026,4.068,2.914,2020
NOR,Norway,"Gross domestic product, current prices",U.S. dollars,Billions,385.802,368.827,398.394,437,405.51,362.522,445.507,458.398,473.816,2020
NOR,Norway,"Gross domestic product per capita, current prices",U.S. dollars,Units,"74,115.16","70,223.82","75,306.67","82,082.12","75,700.22","67,326.07","82,244.23","84,119.22","86,429.97",2020
NOR,Norway,"Inflation, average consumer prices",Percent change,,2.171,3.55,1.875,2.765,2.168,1.287,2.6,2,2,2019
NOR,Norway,Unemployment rate,Percent of total labor force,,4.531,4.74,4.216,3.854,3.728,4.595,4.3,4,3.9,2020
NOR,Norway,Population,Persons,Millions,5.205,5.252,5.29,5.324,5.357,5.385,5.417,5.449,5.482,2020
OMN,Oman,"Gross domestic product, constant prices",Percent change,,4.658,4.897,0.346,0.919,-0.825,-2.835,2.483,2.928,4.181,2020
OMN,Oman,"Gross domestic product, current prices",U.S. dollars,Billions,68.919,65.481,70.598,79.789,76.332,63.368,80.611,85.719,86.822,2020
OMN,Oman,"Gross domestic product per capita, current prices",U.S. dollars,Units,"16,570.74","14,834.59","15,482.13","17,338.96","16,529.39","14,255.09","17,632.65","18,226.55","17,888.76",2020
OMN,Oman,"Inflation, average consumer prices",Percent change,,0.065,1.109,1.597,0.881,0.134,-0.904,3,2.696,2.55,2020
OMN,Oman,Unemployment rate,Percent of total labor force,,,,,,,,,,,
OMN,Oman,Population,Persons,Millions,4.159,4.414,4.56,4.602,4.618,4.445,4.572,4.703,4.853,2020
PAK,Pakistan,"Gross domestic product, constant prices",Percent change,,4.058,4.563,5.219,5.534,2.077,-0.467,3.943,3.955,4.511,2020
PAK,Pakistan,"Gross domestic product, current prices",U.S. dollars,Billions,270.17,278.023,304.603,313.073,276.942,261.726,n/a,n/a,n/a,2020
PAK,Pakistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,422.92","1,436.37","1,544.17","1,557.89","1,352.72","1,254.86",n/a,n/a,n/a,2020
PAK,Pakistan,"Inflation, average consumer prices",Percent change,,4.525,2.864,4.148,3.925,6.738,10.741,8.901,8.503,7.625,2020
PAK,Pakistan,Unemployment rate,Percent of total labor force,,5.9,5.958,6.018,5.55,4.08,4.5,5,4.8,4.7,2020
PAK,Pakistan,Population,Persons,Millions,189.87,193.56,197.26,200.96,204.729,208.57,212.482,216.467,220.527,2020
PLW,Palau,"Gross domestic product, constant prices",Percent change,,9.859,0.616,-3.269,2.196,-0.662,-8.681,-19.662,14.935,14.817,2020
PLW,Palau,"Gross domestic product, current prices",U.S. dollars,Billions,0.29,0.3,0.287,0.286,0.275,0.257,0.208,0.242,0.282,2020
