Year,Principal_trading_partners,iso,Series,Value
2020,Russian Federation,RUS,"Goods, Receipts",623.0
2020,Russian Federation,RUS,"Services, Receipts",275.0
2020,Saudi Arabia,SAU,"G_S, Receipts",1829.0
2020,Saudi Arabia,SAU,"Goods, Receipts",1600.0
2020,Saudi Arabia,SAU,"Services, Receipts",229.0
2020,Singapore,SGP,"G_S, Receipts",2272.0
2020,Singapore,SGP,"Goods, Receipts",1293.0
2020,Singapore,SGP,"Services, Receipts",979.0
2020,South Korea,South Korea,"G_S, Receipts",5810.0
2020,South Korea,South Korea,"Goods, Receipts",4796.0
2020,South Korea,South Korea,"Services, Receipts",1014.0
2020,Spain,ESP,"G_S, Receipts",1701.0
2020,Spain,ESP,"Goods, Receipts",1413.0
2020,Spain,ESP,"Services, Receipts",288.0
2020,Switzerland,CHE,"G_S, Receipts",6848.0
2020,Switzerland,CHE,"Goods, Receipts",4877.0
2020,Switzerland,CHE,"Services, Receipts",1971.0
2020,Taiwan,TWN,"G_S, Receipts",2292.0
2020,Taiwan,TWN,"Goods, Receipts",1821.0
2020,Taiwan,TWN,"Services, Receipts",471.0
2020,Total of all countries,Total of all countries,"G_S, Receipts",647982.0
2020,Total of all countries,Total of all countries,"Goods, Receipts",522182.0
2020,Total of all countries,Total of all countries,"Services, Receipts",125800.0
2020,Turkey,TUR,"G_S, Receipts",1461.0
2020,Turkey,TUR,"Goods, Receipts",1239.0
2020,Turkey,TUR,"Services, Receipts",222.0
2020,United Kingdom,GBR,"G_S, Receipts",26963.0
2020,United Kingdom,GBR,"Goods, Receipts",21198.0
2020,United Kingdom,GBR,"Services, Receipts",5765.0
2020,United States,USA,"G_S, Receipts",443832.0
2020,United States,USA,"Goods, Receipts",375698.0
2020,United States,USA,"Services, Receipts",68134.0
2021,Algeria,DZA,"G_S, Receipts",817.0
2021,Algeria,DZA,"Goods, Receipts",817.0
2021,Algeria,DZA,"Services, Receipts",0.0
2021,Australia,AUS,"G_S, Receipts",2326.0
2021,Australia,AUS,"Goods, Receipts",1629.0
2021,Australia,AUS,"Services, Receipts",697.0
2021,Belgium,BEL,"G_S, Receipts",3571.0
2021,Belgium,BEL,"Goods, Receipts",2774.0
2021,Belgium,BEL,"Services, Receipts",797.0
2021,Brazil,BRA,"G_S, Receipts",2075.0
2021,Brazil,BRA,"Goods, Receipts",1616.0
2021,Brazil,BRA,"Services, Receipts",459.0
2021,China,CHN,"G_S, Receipts",25124.0
2021,China,CHN,"Goods, Receipts",21725.0
2021,China,CHN,"Services, Receipts",3399.0
2021,European Union excluding the United Kingdom,GBR,"G_S, Receipts",33611.0
2021,European Union excluding the United Kingdom,GBR,"Goods, Receipts",22537.0
2021,European Union excluding the United Kingdom,GBR,"Services, Receipts",11074.0
2021,France,FRA,"G_S, Receipts",5390.0
2021,France,FRA,"Goods, Receipts",2831.0
2021,France,FRA,"Services, Receipts",2559.0
2021,Germany,DEU,"G_S, Receipts",7250.0
2021,Germany,DEU,"Goods, Receipts",5367.0
2021,Germany,DEU,"Services, Receipts",1883.0
2021,Hong Kong,HKG,"G_S, Receipts",4027.0
2021,Hong Kong,HKG,"Goods, Receipts",2727.0
2021,Hong Kong,HKG,"Services, Receipts",1300.0
2021,India,IND,"G_S, Receipts",4916.0
2021,India,IND,"Goods, Receipts",2160.0
2021,India,IND,"Services, Receipts",2756.0
2021,Indonesia,IDN,"G_S, Receipts",1848.0
2021,Indonesia,IDN,"Goods, Receipts",1721.0
2021,Indonesia,IDN,"Services, Receipts",127.0
2021,Iraq,IRQ,"G_S, Receipts",56.0
2021,Iraq,IRQ,"Goods, Receipts",56.0
2021,Iraq,IRQ,"Services, Receipts",0.0
2021,Italy,ITA,"G_S, Receipts",2224.0
2021,Italy,ITA,"Goods, Receipts",1922.0
2021,Italy,ITA,"Services, Receipts",302.0
2021,Japan,JPN,"G_S, Receipts",12081.0
2021,Japan,JPN,"Goods, Receipts",10885.0
2021,Japan,JPN,"Services, Receipts",1196.0
2021,Mexico,MEX,"G_S, Receipts",7902.0
2021,Mexico,MEX,"Goods, Receipts",6536.0
2021,Mexico,MEX,"Services, Receipts",1366.0
2021,Netherlands,NLD,"G_S, Receipts",4609.0
2021,Netherlands,NLD,"Goods, Receipts",3528.0
2021,Netherlands,NLD,"Services, Receipts",1081.0
2021,Norway,NOR,"G_S, Receipts",2699.0
2021,Norway,NOR,"Goods, Receipts",2470.0
2021,Norway,NOR,"Services, Receipts",229.0
2021,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Receipts",8744.0
2021,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Receipts",4498.0
2021,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Receipts",4246.0
2021,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Receipts",25455.0
2021,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Receipts",15744.0
2021,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Receipts",9711.0
2021,Peru,PER,"G_S, Receipts",884.0
2021,Peru,PER,"Goods, Receipts",884.0
2021,Peru,PER,"Services, Receipts",0.0
2021,Russian Federation,RUS,"G_S, Receipts",705.0
2021,Russian Federation,RUS,"Goods, Receipts",481.0
2021,Russian Federation,RUS,"Services, Receipts",224.0
2021,Saudi Arabia,SAU,"G_S, Receipts",2134.0
2021,Saudi Arabia,SAU,"Goods, Receipts",1980.0
2021,Saudi Arabia,SAU,"Services, Receipts",154.0
2021,Singapore,SGP,"G_S, Receipts",1589.0
2021,Singapore,SGP,"Goods, Receipts",879.0
2021,Singapore,SGP,"Services, Receipts",710.0
2021,South Korea,South Korea,"G_S, Receipts",4708.0
2021,South Korea,South Korea,"Goods, Receipts",4085.0
2021,South Korea,South Korea,"Services, Receipts",623.0
2021,Spain,ESP,"G_S, Receipts",1823.0
2021,Spain,ESP,"Goods, Receipts",1617.0
2021,Spain,ESP,"Services, Receipts",206.0
2021,Switzerland,CHE,"G_S, Receipts",3922.0
2021,Switzerland,CHE,"Goods, Receipts",2412.0
2021,Switzerland,CHE,"Services, Receipts",1510.0
2021,Taiwan,TWN,"G_S, Receipts",2265.0
2021,Taiwan,TWN,"Goods, Receipts",1923.0
2021,Taiwan,TWN,"Services, Receipts",342.0
2021,Total of all countries,Total of all countries,"G_S, Receipts",557445.0
2021,Total of all countries,Total of all countries,"Goods, Receipts",463278.0
2021,Total of all countries,Total of all countries,"Services, Receipts",94167.0
2021,Turkey,TUR,"G_S, Receipts",895.0
2021,Turkey,TUR,"Goods, Receipts",760.0
2021,Turkey,TUR,"Services, Receipts",135.0
2021,United Kingdom,GBR,"G_S, Receipts",18030.0
2021,United Kingdom,GBR,"Goods, Receipts",13689.0
2021,United Kingdom,GBR,"Services, Receipts",4341.0
2021,United States,USA,"G_S, Receipts",399377.0
2021,United States,USA,"Goods, Receipts",345561.0
2021,United States,USA,"Services, Receipts",53816.0
1997,Algeria,DZA,"G_S, Bilateral",1195.0
1997,Algeria,DZA,"Goods, Bilateral",1195.0
1997,Algeria,DZA,"Services, Bilateral",0.0
1997,Australia,AUS,"G_S, Bilateral",3145.0
1997,Australia,AUS,"Goods, Bilateral",2293.0
1997,Australia,AUS,"Services, Bilateral",852.0
1997,Belgium,BEL,"G_S, Bilateral",2826.0
1997,Belgium,BEL,"Goods, Bilateral",2509.0
1997,Belgium,BEL,"Services, Bilateral",317.0
1997,Brazil,BRA,"G_S, Bilateral",3325.0
1997,Brazil,BRA,"Goods, Bilateral",2773.0
1997,Brazil,BRA,"Services, Bilateral",552.0
1997,China,CHN,"G_S, Bilateral",5720.0
1997,China,CHN,"Goods, Bilateral",4807.0
1997,China,CHN,"Services, Bilateral",913.0
1997,European Union excluding the United Kingdom,GBR,"G_S, Bilateral",40294.0
1997,European Union excluding the United Kingdom,GBR,"Goods, Bilateral",31309.0
1997,European Union excluding the United Kingdom,GBR,"Services, Bilateral",8985.0
1997,France,FRA,"G_S, Bilateral",9183.0
1997,France,FRA,"Goods, Bilateral",6513.0
1997,France,FRA,"Services, Bilateral",2670.0
1997,Germany,DEU,"G_S, Bilateral",9681.0
1997,Germany,DEU,"Goods, Bilateral",7711.0
1997,Germany,DEU,"Services, Bilateral",1970.0
1997,Hong Kong,HKG,"G_S, Bilateral",8173.0
1997,Hong Kong,HKG,"Goods, Bilateral",6585.0
1997,Hong Kong,HKG,"Services, Bilateral",1588.0
1997,India,IND,"G_S, Bilateral",1505.0
1997,India,IND,"Goods, Bilateral",1159.0
1997,India,IND,"Services, Bilateral",346.0
1997,Indonesia,IDN,"G_S, Bilateral",1775.0
1997,Indonesia,IDN,"Goods, Bilateral",1477.0
1997,Indonesia,IDN,"Services, Bilateral",298.0
1997,Iraq,IRQ,"G_S, Bilateral",129.0
1997,Iraq,IRQ,"Goods, Bilateral",129.0
1997,Iraq,IRQ,"Services, Bilateral",0.0
1997,Italy,ITA,"G_S, Bilateral",4938.0
1997,Italy,ITA,"Goods, Bilateral",4242.0
1997,Italy,ITA,"Services, Bilateral",696.0
1997,Japan,JPN,"G_S, Bilateral",23454.0
1997,Japan,JPN,"Goods, Bilateral",20634.0
1997,Japan,JPN,"Services, Bilateral",2820.0
1997,Mexico,MEX,"G_S, Bilateral",7030.0
1997,Mexico,MEX,"Goods, Bilateral",6139.0
1997,Mexico,MEX,"Services, Bilateral",891.0
1997,Netherlands,NLD,"G_S, Bilateral",3830.0
1997,Netherlands,NLD,"Goods, Bilateral",2983.0
1997,Netherlands,NLD,"Services, Bilateral",847.0
1997,Norway,NOR,"G_S, Bilateral",3692.0
1997,Norway,NOR,"Goods, Bilateral",3141.0
1997,Norway,NOR,"Services, Bilateral",551.0
1997,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Bilateral",8189.0
1997,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Bilateral",5976.0
1997,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Bilateral",2213.0
1997,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Bilateral",28973.0
1997,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Bilateral",19343.0
1997,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Bilateral",9630.0
1997,Peru,PER,"G_S, Bilateral",450.0
1997,Peru,PER,"Goods, Bilateral",450.0
1997,Peru,PER,"Services, Bilateral",0.0
1997,Russian Federation,RUS,"G_S, Bilateral",1234.0
1997,Russian Federation,RUS,"Goods, Bilateral",888.0
1997,Russian Federation,RUS,"Services, Bilateral",346.0
1997,Saudi Arabia,SAU,"G_S, Bilateral",1552.0
1997,Saudi Arabia,SAU,"Goods, Bilateral",1322.0
1997,Saudi Arabia,SAU,"Services, Bilateral",230.0
1997,Singapore,SGP,"G_S, Bilateral",2191.0
1997,Singapore,SGP,"Goods, Bilateral",1355.0
1997,Singapore,SGP,"Services, Bilateral",836.0
1997,South Korea,South Korea,"G_S, Bilateral",6079.0
1997,South Korea,South Korea,"Goods, Bilateral",5274.0
1997,South Korea,South Korea,"Services, Bilateral",805.0
1997,Spain,ESP,"G_S, Bilateral",1644.0
1997,Spain,ESP,"Goods, Bilateral",1377.0
1997,Spain,ESP,"Services, Bilateral",267.0
1997,Switzerland,CHE,"G_S, Bilateral",2336.0
1997,Switzerland,CHE,"Goods, Bilateral",1479.0
1997,Switzerland,CHE,"Services, Bilateral",857.0
1997,Taiwan,TWN,"G_S, Bilateral",4978.0
1997,Taiwan,TWN,"Goods, Bilateral",4336.0
1997,Taiwan,TWN,"Services, Bilateral",642.0
1997,Total of all countries,Total of all countries,"G_S, Bilateral",674157.0
1997,Total of all countries,Total of all countries,"Goods, Bilateral",581201.0
1997,Total of all countries,Total of all countries,"Services, Bilateral",92956.0
1997,Turkey,TUR,"G_S, Bilateral",652.0
1997,Turkey,TUR,"Goods, Bilateral",542.0
1997,Turkey,TUR,"Services, Bilateral",110.0
1997,United Kingdom,GBR,"G_S, Bilateral",16882.0
1997,United Kingdom,GBR,"Goods, Bilateral",10784.0
1997,United Kingdom,GBR,"Services, Bilateral",6098.0
1997,United States,USA,"G_S, Bilateral",509397.0
1997,United States,USA,"Goods, Bilateral",453783.0
1997,United States,USA,"Services, Bilateral",55614.0
1998,Algeria,DZA,"G_S, Bilateral",1076.0
1998,Algeria,DZA,"Goods, Bilateral",1076.0
1998,Algeria,DZA,"Services, Bilateral",0.0
1998,Australia,AUS,"G_S, Bilateral",3430.0
1998,Australia,AUS,"Goods, Bilateral",2412.0
1998,Australia,AUS,"Services, Bilateral",1018.0
1998,Belgium,BEL,"G_S, Bilateral",3241.0
1998,Belgium,BEL,"Goods, Bilateral",2880.0
1998,Belgium,BEL,"Services, Bilateral",361.0
1998,Brazil,BRA,"G_S, Bilateral",3166.0
1998,Brazil,BRA,"Goods, Bilateral",2512.0
1998,Brazil,BRA,"Services, Bilateral",654.0
1998,China,CHN,"G_S, Bilateral",6424.0
1998,China,CHN,"Goods, Bilateral",5443.0
1998,China,CHN,"Services, Bilateral",981.0
1998,European Union excluding the United Kingdom,GBR,"G_S, Bilateral",43363.0
1998,European Union excluding the United Kingdom,GBR,"Goods, Bilateral",33032.0
1998,European Union excluding the United Kingdom,GBR,"Services, Bilateral",10331.0
1998,France,FRA,"G_S, Bilateral",9079.0
1998,France,FRA,"Goods, Bilateral",6032.0
1998,France,FRA,"Services, Bilateral",3047.0
1998,Germany,DEU,"G_S, Bilateral",10825.0
1998,Germany,DEU,"Goods, Bilateral",8562.0
1998,Germany,DEU,"Services, Bilateral",2263.0
1998,Hong Kong,HKG,"G_S, Bilateral",8335.0
1998,Hong Kong,HKG,"Goods, Bilateral",6698.0
1998,Hong Kong,HKG,"Services, Bilateral",1637.0
1998,India,IND,"G_S, Bilateral",1597.0
1998,India,IND,"Goods, Bilateral",1258.0
1998,India,IND,"Services, Bilateral",339.0
1998,Indonesia,IDN,"G_S, Bilateral",1601.0
1998,Indonesia,IDN,"Goods, Bilateral",1245.0
1998,Indonesia,IDN,"Services, Bilateral",356.0
1998,Iraq,IRQ,"G_S, Bilateral",92.0
1998,Iraq,IRQ,"Goods, Bilateral",92.0
1998,Iraq,IRQ,"Services, Bilateral",0.0
1998,Italy,ITA,"G_S, Bilateral",5285.0
1998,Italy,ITA,"Goods, Bilateral",4543.0
1998,Italy,ITA,"Services, Bilateral",742.0
1998,Japan,JPN,"G_S, Bilateral",22306.0
1998,Japan,JPN,"Goods, Bilateral",19416.0
1998,Japan,JPN,"Services, Bilateral",2890.0
1998,Mexico,MEX,"G_S, Bilateral",7448.0
1998,Mexico,MEX,"Goods, Bilateral",6370.0
1998,Mexico,MEX,"Services, Bilateral",1078.0
1998,Netherlands,NLD,"G_S, Bilateral",4273.0
1998,Netherlands,NLD,"Goods, Bilateral",3324.0
1998,Netherlands,NLD,"Services, Bilateral",949.0
1998,Norway,NOR,"G_S, Bilateral",3159.0
1998,Norway,NOR,"Goods, Bilateral",2701.0
1998,Norway,NOR,"Services, Bilateral",458.0
1998,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Bilateral",8935.0
1998,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Bilateral",6269.0
1998,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Bilateral",2666.0
1998,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Bilateral",29483.0
1998,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Bilateral",18741.0
1998,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Bilateral",10742.0
1998,Peru,PER,"G_S, Bilateral",365.0
1998,Peru,PER,"Goods, Bilateral",365.0
1998,Peru,PER,"Services, Bilateral",0.0
1998,Russian Federation,RUS,"G_S, Bilateral",1262.0
1998,Russian Federation,RUS,"Goods, Bilateral",906.0
1998,Russian Federation,RUS,"Services, Bilateral",356.0
1998,Saudi Arabia,SAU,"G_S, Bilateral",1241.0
1998,Saudi Arabia,SAU,"Goods, Bilateral",1034.0
1998,Saudi Arabia,SAU,"Services, Bilateral",207.0
1998,Singapore,SGP,"G_S, Bilateral",2013.0
1998,Singapore,SGP,"Goods, Bilateral",1278.0
1998,Singapore,SGP,"Services, Bilateral",735.0
1998,South Korea,South Korea,"G_S, Bilateral",5469.0
1998,South Korea,South Korea,"Goods, Bilateral",4845.0
1998,South Korea,South Korea,"Services, Bilateral",624.0
1998,Spain,ESP,"G_S, Bilateral",1727.0
1998,Spain,ESP,"Goods, Bilateral",1422.0
1998,Spain,ESP,"Services, Bilateral",305.0
1998,Switzerland,CHE,"G_S, Bilateral",3144.0
1998,Switzerland,CHE,"Goods, Bilateral",2301.0
1998,Switzerland,CHE,"Services, Bilateral",843.0
1998,Taiwan,TWN,"G_S, Bilateral",4748.0
1998,Taiwan,TWN,"Goods, Bilateral",4119.0
1998,Taiwan,TWN,"Services, Bilateral",629.0
1998,Total of all countries,Total of all countries,"G_S, Bilateral",734388.0
1998,Total of all countries,Total of all countries,"Goods, Bilateral",630525.0
1998,Total of all countries,Total of all countries,"Services, Bilateral",103863.0
1998,Turkey,TUR,"G_S, Bilateral",629.0
1998,Turkey,TUR,"Goods, Bilateral",489.0
1998,Turkey,TUR,"Services, Bilateral",140.0
1998,United Kingdom,GBR,"G_S, Bilateral",18630.0
1998,United Kingdom,GBR,"Goods, Bilateral",11370.0
1998,United Kingdom,GBR,"Services, Bilateral",7260.0
1998,United States,USA,"G_S, Bilateral",565409.0
1998,United States,USA,"Goods, Bilateral",502820.0
1998,United States,USA,"Services, Bilateral",62589.0
1999,Algeria,DZA,"G_S, Bilateral",1175.0
1999,Algeria,DZA,"Goods, Bilateral",1175.0
1999,Algeria,DZA,"Services, Bilateral",0.0
1999,Australia,AUS,"G_S, Bilateral",3429.0
1999,Australia,AUS,"Goods, Bilateral",2418.0
1999,Australia,AUS,"Services, Bilateral",1011.0
1999,Belgium,BEL,"G_S, Bilateral",3656.0
1999,Belgium,BEL,"Goods, Bilateral",3287.0
1999,Belgium,BEL,"Services, Bilateral",369.0
1999,Brazil,BRA,"G_S, Bilateral",2735.0
1999,Brazil,BRA,"Goods, Bilateral",2185.0
1999,Brazil,BRA,"Services, Bilateral",550.0
1999,China,CHN,"G_S, Bilateral",7500.0
1999,China,CHN,"Goods, Bilateral",6453.0
1999,China,CHN,"Services, Bilateral",1047.0
1999,European Union excluding the United Kingdom,GBR,"G_S, Bilateral",45710.0
1999,European Union excluding the United Kingdom,GBR,"Goods, Bilateral",35024.0
1999,European Union excluding the United Kingdom,GBR,"Services, Bilateral",10686.0
1999,France,FRA,"G_S, Bilateral",9973.0
1999,France,FRA,"Goods, Bilateral",7009.0
1999,France,FRA,"Services, Bilateral",2964.0
1999,Germany,DEU,"G_S, Bilateral",11349.0
1999,Germany,DEU,"Goods, Bilateral",8938.0
1999,Germany,DEU,"Services, Bilateral",2411.0
1999,Hong Kong,HKG,"G_S, Bilateral",8374.0
1999,Hong Kong,HKG,"Goods, Bilateral",6809.0
1999,Hong Kong,HKG,"Services, Bilateral",1565.0
1999,India,IND,"G_S, Bilateral",1828.0
1999,India,IND,"Goods, Bilateral",1467.0
1999,India,IND,"Services, Bilateral",361.0
1999,Indonesia,IDN,"G_S, Bilateral",1546.0
1999,Indonesia,IDN,"Goods, Bilateral",1243.0
1999,Indonesia,IDN,"Services, Bilateral",303.0
1999,Iraq,IRQ,"G_S, Bilateral",253.0
1999,Iraq,IRQ,"Goods, Bilateral",253.0
1999,Iraq,IRQ,"Services, Bilateral",0.0
1999,Italy,ITA,"G_S, Bilateral",5468.0
1999,Italy,ITA,"Goods, Bilateral",4648.0
1999,Italy,ITA,"Services, Bilateral",820.0
1999,Japan,JPN,"G_S, Bilateral",24125.0
1999,Japan,JPN,"Goods, Bilateral",20717.0
1999,Japan,JPN,"Services, Bilateral",3408.0
1999,Mexico,MEX,"G_S, Bilateral",9462.0
1999,Mexico,MEX,"Goods, Bilateral",8345.0
1999,Mexico,MEX,"Services, Bilateral",1117.0
1999,Netherlands,NLD,"G_S, Bilateral",4098.0
1999,Netherlands,NLD,"Goods, Bilateral",3160.0
1999,Netherlands,NLD,"Services, Bilateral",938.0
1999,Norway,NOR,"G_S, Bilateral",3984.0
1999,Norway,NOR,"Goods, Bilateral",3582.0
1999,Norway,NOR,"Services, Bilateral",402.0
1999,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Bilateral",9372.0
1999,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Bilateral",6501.0
1999,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Bilateral",2871.0
1999,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Bilateral",29487.0
1999,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Bilateral",19071.0
1999,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Bilateral",10416.0
1999,Peru,PER,"G_S, Bilateral",346.0
1999,Peru,PER,"Goods, Bilateral",346.0
1999,Peru,PER,"Services, Bilateral",0.0
1999,Russian Federation,RUS,"G_S, Bilateral",1050.0
1999,Russian Federation,RUS,"Goods, Bilateral",721.0
1999,Russian Federation,RUS,"Services, Bilateral",329.0
1999,Saudi Arabia,SAU,"G_S, Bilateral",1195.0
1999,Saudi Arabia,SAU,"Goods, Bilateral",931.0
1999,Saudi Arabia,SAU,"Services, Bilateral",264.0
1999,Singapore,SGP,"G_S, Bilateral",2129.0
1999,Singapore,SGP,"Goods, Bilateral",1331.0
1999,Singapore,SGP,"Services, Bilateral",798.0
1999,South Korea,South Korea,"G_S, Bilateral",5719.0
1999,South Korea,South Korea,"Goods, Bilateral",5014.0
1999,South Korea,South Korea,"Services, Bilateral",705.0
1999,Spain,ESP,"G_S, Bilateral",1793.0
1999,Spain,ESP,"Goods, Bilateral",1480.0
1999,Spain,ESP,"Services, Bilateral",313.0
1999,Switzerland,CHE,"G_S, Bilateral",2862.0
1999,Switzerland,CHE,"Goods, Bilateral",1960.0
1999,Switzerland,CHE,"Services, Bilateral",902.0
1999,Taiwan,TWN,"G_S, Bilateral",5319.0
1999,Taiwan,TWN,"Goods, Bilateral",4542.0
1999,Taiwan,TWN,"Services, Bilateral",777.0
1999,Total of all countries,Total of all countries,"G_S, Bilateral",807496.0
1999,Total of all countries,Total of all countries,"Goods, Bilateral",695752.0
1999,Total of all countries,Total of all countries,"Services, Bilateral",111744.0
1999,Turkey,TUR,"G_S, Bilateral",605.0
1999,Turkey,TUR,"Goods, Bilateral",478.0
1999,Turkey,TUR,"Services, Bilateral",127.0
1999,United Kingdom,GBR,"G_S, Bilateral",21113.0
1999,United Kingdom,GBR,"Goods, Bilateral",13626.0
1999,United Kingdom,GBR,"Services, Bilateral",7487.0
1999,United States,USA,"G_S, Bilateral",627536.0
1999,United States,USA,"Goods, Bilateral",558056.0
1999,United States,USA,"Services, Bilateral",69480.0
2000,Algeria,DZA,"G_S, Bilateral",1730.0
2000,Algeria,DZA,"Goods, Bilateral",1730.0
2000,Algeria,DZA,"Services, Bilateral",0.0
2000,Australia,AUS,"G_S, Bilateral",3807.0
2000,Australia,AUS,"Goods, Bilateral",2830.0
2000,Australia,AUS,"Services, Bilateral",977.0
2000,Belgium,BEL,"G_S, Bilateral",4112.0
2000,Belgium,BEL,"Goods, Bilateral",3639.0
2000,Belgium,BEL,"Services, Bilateral",473.0
2000,Brazil,BRA,"G_S, Bilateral",2960.0
2000,Brazil,BRA,"Goods, Bilateral",2325.0
2000,Brazil,BRA,"Services, Bilateral",635.0
2000,China,CHN,"G_S, Bilateral",10636.0
2000,China,CHN,"Goods, Bilateral",9394.0
2000,China,CHN,"Services, Bilateral",1242.0
2000,European Union excluding the United Kingdom,GBR,"G_S, Bilateral",49861.0
2000,European Union excluding the United Kingdom,GBR,"Goods, Bilateral",37884.0
2000,European Union excluding the United Kingdom,GBR,"Services, Bilateral",11977.0
2000,France,FRA,"G_S, Bilateral",9115.0
2000,France,FRA,"Goods, Bilateral",6069.0
2000,France,FRA,"Services, Bilateral",3046.0
2000,Germany,DEU,"G_S, Bilateral",13266.0
2000,Germany,DEU,"Goods, Bilateral",10596.0
2000,Germany,DEU,"Services, Bilateral",2670.0
2000,Hong Kong,HKG,"G_S, Bilateral",9495.0
2000,Hong Kong,HKG,"Goods, Bilateral",7663.0
2000,Hong Kong,HKG,"Services, Bilateral",1832.0
2000,India,IND,"G_S, Bilateral",2220.0
2000,India,IND,"Goods, Bilateral",1796.0
2000,India,IND,"Services, Bilateral",424.0
2000,Indonesia,IDN,"G_S, Bilateral",1742.0
2000,Indonesia,IDN,"Goods, Bilateral",1451.0
2000,Indonesia,IDN,"Services, Bilateral",291.0
2000,Iraq,IRQ,"G_S, Bilateral",772.0
2000,Iraq,IRQ,"Goods, Bilateral",772.0
2000,Iraq,IRQ,"Services, Bilateral",0.0
2000,Italy,ITA,"G_S, Bilateral",6241.0
2000,Italy,ITA,"Goods, Bilateral",5130.0
2000,Italy,ITA,"Services, Bilateral",1111.0
2000,Japan,JPN,"G_S, Bilateral",26994.0
2000,Japan,JPN,"Goods, Bilateral",23028.0
2000,Japan,JPN,"Services, Bilateral",3966.0
2000,Mexico,MEX,"G_S, Bilateral",13084.0
2000,Mexico,MEX,"Goods, Bilateral",11724.0
2000,Mexico,MEX,"Services, Bilateral",1360.0
2000,Netherlands,NLD,"G_S, Bilateral",4107.0
2000,Netherlands,NLD,"Goods, Bilateral",3091.0
2000,Netherlands,NLD,"Services, Bilateral",1016.0
2000,Norway,NOR,"G_S, Bilateral",5757.0
2000,Norway,NOR,"Goods, Bilateral",5260.0
2000,Norway,NOR,"Services, Bilateral",497.0
2000,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Bilateral",10899.0
2000,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Bilateral",7710.0
2000,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Bilateral",3189.0
2000,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Bilateral",33169.0
2000,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Bilateral",22410.0
2000,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Bilateral",10759.0
2000,Peru,PER,"G_S, Bilateral",419.0
2000,Peru,PER,"Goods, Bilateral",419.0
2000,Peru,PER,"Services, Bilateral",0.0
2000,Russian Federation,RUS,"G_S, Bilateral",1095.0
2000,Russian Federation,RUS,"Goods, Bilateral",724.0
2000,Russian Federation,RUS,"Services, Bilateral",371.0
2000,Saudi Arabia,SAU,"G_S, Bilateral",1778.0
2000,Saudi Arabia,SAU,"Goods, Bilateral",1442.0
2000,Saudi Arabia,SAU,"Services, Bilateral",336.0
2000,Singapore,SGP,"G_S, Bilateral",2483.0
2000,Singapore,SGP,"Goods, Bilateral",1635.0
2000,Singapore,SGP,"Services, Bilateral",848.0
2000,South Korea,South Korea,"G_S, Bilateral",7676.0
2000,South Korea,South Korea,"Goods, Bilateral",6744.0
2000,South Korea,South Korea,"Services, Bilateral",932.0
2000,Spain,ESP,"G_S, Bilateral",2118.0
2000,Spain,ESP,"Goods, Bilateral",1647.0
2000,Spain,ESP,"Services, Bilateral",471.0
2000,Switzerland,CHE,"G_S, Bilateral",3403.0
2000,Switzerland,CHE,"Goods, Bilateral",2274.0
2000,Switzerland,CHE,"Services, Bilateral",1129.0
2000,Taiwan,TWN,"G_S, Bilateral",5576.0
2000,Taiwan,TWN,"Goods, Bilateral",4787.0
2000,Taiwan,TWN,"Services, Bilateral",789.0
2000,Total of all countries,Total of all countries,"G_S, Bilateral",915433.0
